,UU2010,LIBUU2010,DEP,ACT_IN,ACT_OUT,ACT_TOTAL,POP2010,LIBBIS
1501,59207,Bourbourg,59,884,1607,2492,6911,Bourbourg
1502,59208,Le Cateau-Cambrésis,59,1188,1077,2264,7389,Le Cateau-Cambrésis
1503,59209,Avesnes-sur-Helpe,59,947,1763,2710,8554,Avesnes-sur-Helpe
1504,59210,Cysoing,59,786,3782,4569,10178,Cysoing
1505,59211,Templeuve,59,740,3675,4415,9966,Templeuve
1506,59301,Bergues,59,961,3706,4668,10786,Bergues
1507,59302,Le Quesnoy,59,1141,3324,4468,11555,Le Quesnoy
1508,59303,Annoeullin,59,1018,4717,5734,13000,Annoeullin
1509,59304,Wavrin,59,1069,5081,6149,14539,Wavrin
1510,59305,Fourmies,59,2078,2156,4234,15786,Fourmies
1511,59306,Orchies,59,1773,5618,7390,16287,Orchies
1512,59307,Caudry,59,2873,3291,6165,18477,Caudry
1513,59401,Hazebrouck,59,4395,6166,10560,26572,Hazebrouck
1514,59402,Saint-Amand-les-Eaux,59,3693,10108,13800,33355,Saint-Amand-les-Eaux
1515,59403,Cambrai,59,7593,9783,17377,47183,Cambrai
1516,59501,Armentières (partie française),59,8656,22853,31511,77579,Armentières
1517,59601,Maubeuge (partie française),59,11985,23557,35538,112571,Maubeuge
1518,59602,Dunkerque,59,31407,33128,64537,178449,Dunkerque
1519,59701,Valenciennes (partie française),59,28253,85549,113798,334785,Valenciennes
1520,59702,Lille (partie française),59,124549,277168,401716,1018356,Lille
1521,60101,Formerie,60,297,402,699,2099,Formerie
1522,60102,Bailleul-sur-Thérain,60,145,807,953,2097,Bailleul-sur-Thérain
1523,60103,Le Mesnil-en-Thelle,60,128,960,1088,2288,Le Mesnil-en-Thelle
1524,60104,Saint-Sauveur,60,108,1002,1110,2482,Saint-Sauveur
1525,60105,Maignelay-Montigny,60,316,777,1093,2631,Maignelay-Montigny
1526,60106,Saint-Maximin,60,305,858,1163,2493,Saint-Maximin
1527,60107,Sérifontaine,60,148,958,1106,2768,Sérifontaine
1528,60108,Tracy-le-Mont,60,202,1142,1344,2763,Tracy-le-Mont
1529,60109,Sainte-Geneviève,60,227,1112,1340,2790,Sainte-Geneviève
1530,60110,Noailles,60,199,1037,1236,2748,Noailles
1531,60111,Auneuil,60,333,903,1236,2797,Auneuil
1532,60112,Feuquières,60,337,803,1140,2953,Feuquières
1533,60113,Chaumont-en-Vexin,60,392,923,1315,3030,Chaumont-en-Vexin
1534,60114,Neuilly-en-Thelle,60,257,1190,1447,3098,Neuilly-en-Thelle
1535,60115,Andeville,60,139,1409,1548,3186,Andeville
1536,60116,Nanteuil-le-Haudouin,60,324,1456,1780,3516,Nanteuil-le-Haudouin
1537,60117,Crèvecoeur-le-Grand,60,474,825,1299,3401,Crèvecoeur-le-Grand
1538,60118,Grandvilliers,60,550,864,1414,3803,Grandvilliers
1539,60119,Cires-lès-Mello,60,351,1431,1782,4122,Cires-lès-Mello
1540,60120,Lachapelle-aux-Pots,60,269,1518,1787,3916,Lachapelle-aux-Pots
1541,60121,Verberie,60,378,1764,2142,4618,Verberie
1542,60122,Bresles,60,352,1324,1676,4260,Bresles
1543,60123,Estrées-Saint-Denis,60,507,1345,1852,4165,Estrées-Saint-Denis
1544,60125,Breteuil,60,600,904,1504,4353,Breteuil
1545,60126,Hermes,60,360,1800,2159,5116,Hermes
1546,60127,Le Plessis-Belleville,60,444,2149,2594,5284,Le Plessis-Belleville
1547,60128,Béthisy-Saint-Pierre,60,343,1781,2123,5068,Béthisy-Saint-Pierre
1548,60201,Saint-Just-en-Chaussée,60,866,1327,2193,5496,Saint-Just-en-Chaussée
1549,60202,Trosly-Breuil,60,623,1911,2536,5753,Trosly-Breuil
1550,60203,Ribécourt-Dreslincourt,60,525,1824,2349,5916,Ribécourt-Dreslincourt
1551,60204,Orry-la-Ville,60,423,2575,2998,6317,Orry-la-Ville
1552,60205,Lacroix-Saint-Ouen,60,627,2547,3175,6998,Lacroix-Saint-Ouen
1553,60301,Mouy,60,743,3826,4568,10831,Mouy
1554,60302,Méru,60,1635,3491,5126,13269,Méru
1555,60303,Crépy-en-Valois,60,2409,3644,6053,14058,Crépy-en-Valois
1556,60304,Noyon,60,2234,2848,5081,15524,Noyon
1557,60305,Pont-Sainte-Maxence,60,1396,5276,6672,16040,Pont-Sainte-Maxence
1558,60306,Senlis,60,2977,4917,7894,17079,Senlis
1559,60401,Clermont,60,2138,7205,9344,21244,Clermont
1560,60402,Chantilly,60,3805,13167,16972,37866,Chantilly
1561,60501,Beauvais,60,15612,7103,22714,58621,Beauvais
1562,60502,Compiègne,60,10610,18095,28705,70411,Compiègne
1563,60601,Creil,60,10215,34909,45126,116073,Creil
1564,61101,Gacé,61,379,343,722,2307,Gacé
1565,61102,Val-au-Perche,61,445,575,1020,2518,Val-au-Perche
1566,61103,Bellême,61,373,515,888,2578,Bellême
1567,61104,Tinchebray,61,537,416,953,2571,Tinchebray
1568,61105,Bagnoles de l'Orne Normandie,61,425,541,965,2782,Bagnoles de l'Orne Normandie
1569,61106,Domfront en Poiraie,61,832,576,1408,3830,Domfront en Poiraie
1570,61107,Sées,61,961,727,1687,4446,Sées
1571,61201,Mortagne-au-Perche,61,875,770,1645,4999,Mortagne-au-Perche
1572,61202,La Ferté-Macé,61,1164,871,2035,5936,La Ferté-Macé
1573,61301,L'Aigle,61,1815,1985,3800,11193,L'Aigle
1574,61302,Argentan,61,3593,2031,5624,16281,Argentan
1575,61401,Flers,61,3840,4208,8048,22351,Flers
1576,62101,Avesnes-le-Comte,62,321,618,939,2089,Avesnes-le-Comte
1577,62102,Roeux,62,115,865,981,2101,Roeux
1578,62103,Enquin-les-Mines,62,104,708,811,2314,Enquin-les-Mines
1579,62104,Mametz,62,154,917,1071,2468,Mametz
1580,62105,Fruges,62,544,416,961,2586,Fruges
1581,62106,Norrent-Fontes,62,235,885,1120,2848,Norrent-Fontes
1582,62107,Auchy-lès-Hesdin,62,211,625,836,2841,Auchy-lès-Hesdin
1583,62108,Aubigny-en-Artois,62,332,1114,1445,3061,Aubigny-en-Artois
1584,62109,Équihen-Plage,62,160,844,1004,2904,Équihen-Plage
1585,62110,Auxi-le-Château,62,421,424,845,2898,Auxi-le-Château
1586,62111,Beaurainville,62,368,753,1121,3055,Beaurainville
1587,62112,Saint-Folquin,62,237,1222,1459,3339,Saint-Folquin
1588,62113,Samer,62,494,1045,1539,3851,Samer
1589,62114,Frévent,62,480,456,936,3784,Frévent
1590,62115,Camiers,62,427,1121,1547,4071,Camiers
1591,62116,Bapaume,62,652,557,1210,4248,Bapaume
1592,62117,Biache-Saint-Vaast,62,360,1350,1710,4367,Biache-Saint-Vaast
1593,62118,Vimy,62,331,1360,1691,4345,Vimy
1594,62201,Montreuil,62,651,1444,2096,5182,Montreuil
1595,62202,Oye-Plage,62,481,1774,2255,5427,Oye-Plage
1596,62203,Desvres,62,813,1530,2343,6586,Desvres
1597,62204,Guînes,62,615,1761,2376,7159,Guînes
1598,62205,Audruicq,62,641,2129,2770,7392,Audruicq
1599,62206,Hesdin,62,651,1679,2329,6989,Hesdin
1600,62207,Neufchâtel-Hardelot,62,655,2086,2741,7311,Neufchâtel-Hardelot
1601,62208,Ardres,62,761,2573,3334,8277,Ardres
1602,62209,Saint-Pol-sur-Ternoise,62,1441,2043,3484,8816,Saint-Pol-sur-Ternoise
1603,62210,Lumbres,62,821,2744,3565,9423,Lumbres
1604,62301,Wimereux,62,1110,3445,4556,11673,Wimereux
1605,62302,Marquise,62,1444,4163,5608,14580,Marquise
1606,62401,Berck,62,7770,8369,16139,45723,Berck
1607,62501,Saint-Omer,62,6627,15906,22534,61721,Saint-Omer
1608,62502,Arras,62,12146,22290,34436,86402,Arras
1609,62503,Boulogne-sur-Mer,62,12508,18448,30956,88591,Boulogne-sur-Mer
1610,62504,Calais,62,18890,14721,33609,97010,Calais
1611,63101,Ennezat,63,213,866,1079,2395,Ennezat
1612,63102,La Bourboule,63,564,444,1008,2400,La Bourboule
1613,63103,Maringues,63,348,588,936,2748,Maringues
1614,63104,Puy-Guillaume,63,462,571,1033,2622,Puy-Guillaume
1615,63105,Orcet,63,143,1100,1242,2718,Orcet
1616,63106,Pérignat-lès-Sarliève,63,228,1036,1264,2696,Pérignat-lès-Sarliève
1617,63107,Aigueperse,63,390,780,1170,2998,Aigueperse
1618,63108,Mezel,63,167,1295,1462,3300,Mezel
1619,63109,Vertaizon,63,232,1099,1332,3352,Vertaizon
1620,63110,Orcines,63,256,1256,1512,3296,Orcines
1621,63111,La Monnerie-le-Montel,63,575,858,1433,3868,La Monnerie-le-Montel
1622,63112,Saint-Georges-de-Mons,63,622,954,1576,3912,Saint-Georges-de-Mons
1623,63113,La Roche-Blanche,63,327,1747,2074,4466,La Roche-Blanche
1624,63114,Saint-Amant-Tallende,63,411,1664,2074,4442,Saint-Amant-Tallende
1625,63115,Courpière,63,719,834,1553,4461,Courpière
1626,63116,Volvic,63,537,1564,2101,4556,Volvic
1627,63117,Vic-le-Comte,63,636,1444,2080,4796,Vic-le-Comte
1628,63118,Billom,63,573,1199,1772,4635,Billom
1629,63201,Lezoux,63,696,1500,2196,5599,Lezoux
1630,63202,Saint-Éloy-les-Mines,63,882,932,1814,5728,Saint-Éloy-les-Mines
1631,63203,Ambert,63,1989,944,2934,7468,Ambert
1632,63301,Veyre-Monton,63,673,3967,4639,10307,Veyre-Monton
1633,63302,Pont-du-Château,63,1093,3756,4849,10612,Pont-du-Château
1634,63303,Thiers,63,2536,2096,4631,13361,Thiers
1635,63304,Issoire,63,3635,2255,5890,14841,Issoire
1636,63401,Riom,63,3861,9275,13135,32081,Riom
1637,63701,Clermont-Ferrand,63,50529,56803,107330,260681,Clermont-Ferrand
1638,64101,Navarrenx,64,288,711,999,2672,Navarrenx
1639,64102,Saint-Palais,64,465,641,1107,2931,Saint-Palais
1640,64103,Artix,64,363,961,1324,3471,Artix
1641,64104,Soumoulou,64,288,1562,1850,3954,Soumoulou
1642,64105,Arudy,64,505,1007,1511,3789,Arudy
1643,64106,Saint-Jean-Pied-de-Port,64,630,938,1569,4113,Saint-Jean-Pied-de-Port
1644,64107,Salies-de-Béarn,64,1056,880,1936,5020,Salies-de-Béarn
1645,64201,Saint-Pée-sur-Nivelle,64,655,1957,2612,5707,Saint-Pée-sur-Nivelle
1646,64202,Hasparren,64,1096,1559,2655,6140,Hasparren
1647,64203,Cambo-les-Bains,64,852,1602,2454,6518,Cambo-les-Bains
1648,64204,Mauléon-Licharre,64,1065,1520,2586,6610,Mauléon-Licharre
1649,64301,Orthez,64,2581,2658,5239,13190,Orthez
1650,64302,Mourenx,64,1669,4111,5779,15154,Mourenx
1651,64303,Oloron-Sainte-Marie,64,3023,3544,6567,16788,Oloron-Sainte-Marie
1652,64601,Pau,64,29341,51625,80964,197611,Pau
1653,65101,Pierrefitte-Nestalas,65,277,593,870,2133,Pierrefitte-Nestalas
1654,65102,Ossun,65,176,798,974,2322,Ossun
1655,65103,Maubourguet,65,479,386,864,2462,Maubourguet
1656,65201,Vic-en-Bigorre,65,898,1089,1987,5280,Vic-en-Bigorre
1657,65202,Lannemezan,65,1230,641,1872,5817,Lannemezan
1658,65203,Juillan,65,472,2239,2711,6187,Juillan
1659,65204,Argelès-Gazost,65,981,1839,2819,7085,Argelès-Gazost
1660,65301,Bagnères-de-Bigorre,65,2631,2538,5168,13421,Bagnères-de-Bigorre
1661,65302,Lourdes,65,3956,2460,6418,17646,Lourdes
1662,65501,Tarbes,65,11907,16478,28384,76727,Tarbes
1663,66101,Puigcerda (ESP) - Bourg-Madame (partie française),66,217,298,515,1262,Puigcerda (ESP) - Bourg-Madame
1664,66102,Vinça,66,231,558,789,2402,Vinça
1665,66103,Saint-Hippolyte,66,176,741,916,2494,Saint-Hippolyte
1666,66104,Saint-Nazaire,66,223,694,917,2465,Saint-Nazaire
1667,66105,Baixas,66,280,662,942,2530,Baixas
1668,66106,Ponteilla,66,239,984,1223,2787,Ponteilla
1669,66107,Saint-Génis-des-Fontaines,66,235,449,683,2778,Saint-Génis-des-Fontaines
1670,66108,Salses-le-Château,66,371,665,1037,3103,Salses-le-Château
1671,66109,Villelongue-de-la-Salanque,66,298,971,1269,3084,Villelongue-de-la-Salanque
1672,66110,Espira-de-l'Agly,66,308,928,1236,3118,Espira-de-l'Agly
1673,66111,Claira,66,319,1072,1391,3610,Claira
1674,66112,Villeneuve-de-la-Raho,66,294,1245,1539,3779,Villeneuve-de-la-Raho
1675,66113,Bages,66,325,1066,1392,3915,Bages
1676,66114,Millas,66,424,868,1292,3924,Millas
1677,66115,Pollestres,66,375,1464,1840,4410,Pollestres
1678,66116,Sainte-Marie,66,471,1203,1675,4636,Sainte-Marie
1679,66117,Saleilles,66,347,1310,1657,4576,Saleilles
1680,66118,Banyuls-sur-Mer,66,1004,468,1473,4670,Banyuls-sur-Mer
1681,66201,Le Boulou,66,912,936,1848,5436,Le Boulou
1682,66202,Ille-sur-Têt,66,903,966,1869,5575,Ille-sur-Têt
1683,66203,Sorède,66,582,1267,1849,6520,Sorède
1684,66204,Amélie-les-Bains-Palalda,66,1046,806,1852,6430,Amélie-les-Bains-Palalda
1685,66205,Prades,66,1528,1349,2878,9161,Prades
1686,66206,Thuir,66,1376,2041,3417,9343,Thuir
1687,66301,Canet-en-Roussillon,66,1492,2617,4110,13293,Canet-en-Roussillon
1688,66302,Céret,66,1945,2595,4541,13522,Céret
1689,66303,Saint-Laurent-de-la-Salanque,66,1766,3368,5133,15884,Saint-Laurent-de-la-Salanque
1690,66401,Saint-Cyprien,66,6854,9975,16831,50424,Saint-Cyprien
1691,66601,Perpignan,66,35193,29296,64486,190668,Perpignan
1692,67101,Offendorf,67,147,926,1073,2169,Offendorf
1693,67102,Roeschwoog,67,199,910,1109,2162,Roeschwoog
1694,67103,Epfig,67,238,803,1041,2168,Epfig
1695,67104,Furdenheim,67,170,886,1055,2292,Furdenheim
1696,67105,Lauterbourg,67,301,801,1102,2274,Lauterbourg
1697,67106,Geudertheim,67,179,951,1130,2323,Geudertheim
1698,67107,Kilstett,67,155,1059,1214,2357,Kilstett
1699,67108,Hilsenheim,67,259,905,1164,2523,Hilsenheim
1700,67109,Dettwiller,67,266,916,1182,2677,Dettwiller
1701,67110,Rhinau,67,241,955,1196,2696,Rhinau
1702,67111,Weitbruch,67,196,1131,1327,2656,Weitbruch
1703,67112,Marmoutier,67,331,868,1198,2822,Marmoutier
1704,67113,Sessenheim,67,212,1135,1347,2810,Sessenheim
1705,67114,Mothern,67,136,1293,1429,2784,Mothern
1706,67115,Soultz-sous-Forêts,67,376,977,1353,2939,Soultz-sous-Forêts
1707,67116,Villé,67,334,979,1312,2921,Villé
1708,67117,Duttlenheim,67,316,1070,1385,2876,Duttlenheim
1709,67118,Truchtersheim,67,292,1156,1448,2937,Truchtersheim
1710,67119,Schirrhein,67,214,1227,1441,2882,Schirrhein
1711,67120,Ittenheim,67,265,1219,1484,2993,Ittenheim
1712,67121,Holtzheim,67,270,1200,1471,3015,Holtzheim
1713,67122,Scherwiller,67,304,1143,1447,3069,Scherwiller
1714,67123,Andlau,67,333,1036,1369,3056,Andlau
1715,67124,Gerstheim,67,208,1228,1436,3233,Gerstheim
1716,67125,Sarre-Union,67,481,647,1128,3072,Sarre-Union
1717,67126,Weyersheim,67,224,1416,1640,3350,Weyersheim
1718,67127,Seltz,67,409,1178,1587,3220,Seltz
1719,67128,Oberhaslach,67,229,1199,1427,3169,Oberhaslach
1720,67129,Wittisheim,67,339,1398,1737,3631,Wittisheim
1721,67130,Mertzwiller,67,352,1086,1438,3488,Mertzwiller
1722,67131,Gries,67,254,1573,1827,3758,Gries
1723,67132,Dingsheim,67,251,1368,1617,3714,Dingsheim
1724,67133,Bouxwiller,67,615,939,1555,3941,Bouxwiller
1725,67134,Betschdorf,67,487,1455,1942,4063,Betschdorf
1726,67135,Marckolsheim,67,614,1107,1721,4218,Marckolsheim
1727,67136,Gambsheim,67,324,1833,2157,4569,Gambsheim
1728,67137,Hoerdt,67,460,1608,2068,4440,Hoerdt
1729,67138,Boersch,67,323,1870,2193,4547,Boersch
1730,67139,Herrlisheim,67,336,1848,2184,4757,Herrlisheim
1731,67141,Soufflenheim,67,744,1444,2188,4918,Soufflenheim
1732,67201,Drusenheim,67,495,1834,2329,5052,Drusenheim
1733,67202,Ingwiller,67,827,1399,2227,5149,Ingwiller
1734,67203,Marlenheim,67,541,1908,2448,5513,Marlenheim
1735,67204,Châtenois,67,579,1903,2480,5639,Châtenois
1736,67205,Wasselonne,67,831,1731,2562,5595,Wasselonne
1737,67206,La Wantzenau,67,667,2078,2744,5902,La Wantzenau
1738,67207,Val de Moder,67,540,2328,2867,6362,Val de Moder
1739,67208,Entzheim,67,561,2650,3211,6429,Entzheim
1740,67209,Geispolsheim,67,550,2539,3089,7074,Geispolsheim
1741,67210,Benfeld,67,889,2779,3667,8186,Benfeld
1742,67211,Rosheim,67,712,2959,3671,8106,Rosheim
1743,67212,Wissembourg (partie française),67,2039,1509,3549,7803,Wissembourg
1744,67213,Barr,67,1141,2658,3799,8835,Barr
1745,67301,Erstein,67,2081,3520,5601,11608,Erstein
1746,67302,Brumath,67,1308,3615,4924,11064,Brumath
1747,67303,Obernai,67,2153,3289,5441,12153,Obernai
1748,67304,La Broque,67,1170,4523,5692,13650,La Broque
1749,67305,Reichshoffen - Niederbronn-les-Bains,67,1902,4363,6266,14600,Reichshoffen - Niederbronn-les-Bains
1750,67306,Sélestat,67,3994,4503,8497,19197,Sélestat
1751,67307,Saverne,67,2618,5868,8484,19726,Saverne
1752,67401,Molsheim,67,3366,8661,12027,25573,Molsheim
1753,67501,Haguenau,67,10576,14965,25542,58831,Haguenau
1754,67701,Strasbourg (partie française),67,97376,89860,187238,449931,Strasbourg
1755,68101,Hirsingue,68,252,748,1000,2224,Hirsingue
1756,68102,Labaroche,68,189,944,1132,2286,Labaroche
1757,68103,Biesheim,68,340,672,1012,2447,Biesheim
1758,68104,Eschentzwiller,68,117,1088,1205,2653,Eschentzwiller
1759,68105,Sainte-Croix-en-Plaine,68,242,1087,1329,2730,Sainte-Croix-en-Plaine
1760,68106,Lièpvre,68,277,836,1113,2611,Lièpvre
1761,68107,Hochstatt,68,188,1023,1210,2809,Hochstatt
1762,68108,Porte du Ried,68,173,1320,1493,3106,Porte du Ried
1763,68109,Fessenheim,68,470,1088,1558,3191,Fessenheim
1764,68110,Burnhaupt-le-Haut,68,289,1353,1642,3420,Burnhaupt-le-Haut
1765,68111,Soultzmatt,68,362,1202,1564,3270,Soultzmatt
1766,68112,Masevaux-Niederbruck,68,476,836,1312,3300,Masevaux-Niederbruck
1767,68113,Waldighofen,68,225,1450,1675,3386,Waldighofen
1768,68114,Kirchberg,68,187,1234,1420,3329,Kirchberg
1769,68115,Sierentz,68,371,1515,1887,3889,Sierentz
1770,68116,Orbey,68,626,885,1511,3626,Orbey
1771,68117,Illfurth,68,229,1482,1711,3857,Illfurth
1772,68118,Blotzheim,68,265,1869,2134,4121,Blotzheim
1773,68119,Landser,68,230,1601,1831,4145,Landser
1774,68120,Zillisheim,68,195,1651,1846,4105,Zillisheim
1775,68121,Andolsheim,68,270,1740,2010,4115,Andolsheim
1776,68122,Bennwihr,68,631,1359,1990,4259,Bennwihr
1777,68123,Rouffach,68,1056,984,2040,4574,Rouffach
1778,68124,Ribeauvillé,68,933,1131,2064,4843,Ribeauvillé
1779,68201,Dannemarie,68,484,1909,2394,5489,Dannemarie
1780,68202,Neuf-Brisach,68,423,1916,2339,5596,Neuf-Brisach
1781,68203,Kaysersberg Vignoble,68,932,2145,3078,6508,Kaysersberg Vignoble
1782,68204,Sainte-Marie-aux-Mines,68,1317,1484,2801,7492,Sainte-Marie-aux-Mines
1783,68205,Kembs,68,612,3636,4248,8170,Kembs
1784,68206,Altkirch,68,1253,2975,4228,8889,Altkirch
1785,68207,Ensisheim,68,780,3132,3913,9272,Ensisheim
1786,68301,Saint-Amarin,68,741,3236,3976,10349,Saint-Amarin
1787,68302,Munster,68,1462,3885,5346,12272,Munster
1788,68401,Guebwiller,68,3060,9238,12297,29422,Guebwiller
1789,68402,Thann - Cernay,68,3601,9404,13006,31475,Thann - Cernay
1790,68403,Bâle (SUI) - Saint-Louis (partie française),68,4512,11770,16281,37110,Bâle (SUI) - Saint-Louis
1791,68501,Colmar,68,20502,18226,38729,92019,Colmar
1792,68701,Mulhouse,68,29947,63448,93399,242353,Mulhouse
1793,69101,Toussieu,69,171,930,1101,2389,Toussieu
1794,69102,Beaujeu,69,395,1074,1469,3493,Beaujeu
1795,69103,Saint-Symphorien-sur-Coise,69,575,736,1311,3465,Saint-Symphorien-sur-Coise
1796,69104,Pusignan,69,352,1387,1739,3565,Pusignan
1797,69105,Saint-Martin-en-Haut,69,619,1055,1675,3849,Saint-Martin-en-Haut
1798,69106,Cours,69,761,617,1378,3857,Cours
1799,69107,Saint-Pierre-de-Chandieu,69,420,1712,2132,4547,Saint-Pierre-de-Chandieu
1800,69201,Amplepuis,69,840,1117,1957,5205,Amplepuis
1801,69202,Saint-Germain-au-Mont-d'Or,69,503,2199,2702,5768,Saint-Germain-au-Mont-d'Or
1802,69203,Thizy,69,716,1338,2054,5637,Thizy
1803,69204,Jonage,69,499,2191,2690,5768,Jonage
1804,69205,Mornant,69,735,2108,2843,6185,Mornant
1805,69206,Saint-Étienne-des-Oullières,69,729,2661,3389,7326,Saint-Étienne-des-Oullières
1806,69207,Le Bois-d'Oingt,69,924,3463,4386,9937,Le Bois-d'Oingt
1807,69301,Saint-Laurent-de-Mure,69,944,4446,5390,11566,Saint-Laurent-de-Mure
1808,69302,Tarare,69,2423,3852,6275,16003,Tarare
1809,69303,L'Arbresle,69,1839,7343,9185,19773,L'Arbresle
1810,70101,Plancher-les-Mines,70,192,1084,1276,3015,Plancher-les-Mines
1811,70102,Port-sur-Saône,70,392,812,1204,2990,Port-sur-Saône
1812,70103,Mélisey,70,358,963,1321,3205,Mélisey
1813,70104,Fougerolles,70,620,900,1520,3792,Fougerolles
1814,70105,Saint-Loup-sur-Semouse,70,631,545,1175,3892,Saint-Loup-sur-Semouse
1815,70201,Champagney - Ronchamp,70,532,1884,2415,6689,Champagney - Ronchamp
1816,70301,Gray,70,1598,2004,3602,10066,Gray
1817,70302,Lure,70,1705,2170,3875,10974,Lure
1818,70303,Héricourt,70,1375,3155,4530,11443,Héricourt
1819,70304,Luxeuil-les-Bains,70,2047,2874,4922,13069,Luxeuil-les-Bains
1820,70401,Vesoul,70,5122,6851,11973,29155,Vesoul
1821,71101,Buxy,71,365,534,899,2182,Buxy
1822,71102,Épinac,71,332,504,836,2341,Épinac
1823,71103,Saint-Martin-Belle-Roche,71,196,932,1128,2406,Saint-Martin-Belle-Roche
1824,71104,Verdun-sur-le-Doubs,71,237,758,994,2576,Verdun-sur-le-Doubs
1825,71105,Charolles,71,485,382,867,2794,Charolles
1826,71106,Ouroux-sur-Saône,71,286,1099,1385,2987,Ouroux-sur-Saône
1827,71107,Gergy,71,301,1121,1422,3076,Gergy
1828,71108,Sennecey-le-Grand,71,412,896,1308,3101,Sennecey-le-Grand
1829,71109,Marcigny,71,500,593,1094,3032,Marcigny
1830,71110,La Clayette,71,530,751,1281,3153,La Clayette
1831,71111,Givry,71,390,1057,1448,3724,Givry
1832,71112,Cluny,71,996,717,1714,4638,Cluny
1833,71113,Varennes-le-Grand,71,451,1679,2129,4888,Varennes-le-Grand
1834,71201,Bourbon-Lancy,71,1525,478,2003,5260,Bourbon-Lancy
1835,71202,Tournus,71,1088,918,2006,5849,Tournus
1836,71203,Montchanin,71,845,2133,2977,7643,Montchanin
1837,71204,Gueugnon,71,1652,885,2537,7512,Gueugnon
1838,71205,Paray-le-Monial,71,2149,960,3109,9107,Paray-le-Monial
1839,71301,Louhans,71,2061,2433,4495,12001,Louhans
1840,71302,Autun,71,4025,917,4942,14256,Autun
1841,71401,Le Creusot,71,5978,5991,11969,34316,Le Creusot
1842,71402,Montceau-les-Mines,71,5678,8394,14072,40301,Montceau-les-Mines
1843,71501,Chalon-sur-Saône,71,13555,15503,29058,73163,Chalon-sur-Saône
1844,72101,Joué-l'Abbé,72,172,997,1169,2337,Joué-l'Abbé
1845,72102,Loué,72,423,609,1032,2466,Loué
1846,72103,Trangé,72,129,1145,1274,2482,Trangé
1847,72104,Spay,72,169,1243,1412,2846,Spay
1848,72105,Vibraye,72,526,495,1021,2620,Vibraye
1849,72106,Sillé-le-Guillaume,72,448,433,881,2753,Sillé-le-Guillaume
1850,72107,Précigné,72,486,984,1470,3141,Précigné
1851,72108,Fresnay-sur-Sarthe,72,275,644,920,2878,Fresnay-sur-Sarthe
1852,72109,Cérans-Foulletourte,72,316,1072,1389,3242,Cérans-Foulletourte
1853,72110,Mayet,72,384,759,1143,3191,Mayet
1854,72111,La Bazoge,72,302,1340,1642,3630,La Bazoge
1855,72112,Sainte-Jamme-sur-Sarthe,72,353,1309,1663,3783,Sainte-Jamme-sur-Sarthe
1856,72113,Connerré,72,347,1089,1436,3949,Connerré
1857,72114,Savigné-l'Évêque,72,395,1371,1766,4041,Savigné-l'Évêque
1858,72115,Le Lude,72,846,674,1521,4049,Le Lude
1859,72116,Saint-Calais,72,769,686,1455,3988,Saint-Calais
1860,72117,Mulsanne,72,339,1463,1803,4402,Mulsanne
1861,72118,Bonnétable,72,525,1060,1584,4507,Bonnétable
1862,72119,Parigné-l'Évêque,72,487,1575,2062,4794,Parigné-l'Évêque
1863,72201,Écommoy,72,683,1536,2218,5416,Écommoy
1864,72202,Mamers,72,1279,890,2170,5997,Mamers
1865,72203,La Suze-sur-Sarthe,72,717,2193,2910,7007,La Suze-sur-Sarthe
1866,72204,Château-du-Loir,72,997,1673,2671,7593,Château-du-Loir
1867,72205,Champagné,72,1421,3025,4445,9310,Champagné
1868,72301,La Ferté-Bernard,72,2135,2419,4555,11801,La Ferté-Bernard
1869,72302,Sablé-sur-Sarthe,72,3656,2147,5804,15022,Sablé-sur-Sarthe
1870,72303,La Flèche,72,3553,2083,5636,15087,La Flèche
1871,72701,Le Mans,72,46697,36235,82929,207658,Le Mans
1872,73101,Saint-Julien-Mont-Denis,73,175,891,1066,2332,Saint-Julien-Mont-Denis
1873,73102,Yenne,73,409,787,1196,2951,Yenne
1874,73104,Saint-Michel-de-Maurienne,73,624,700,1324,3120,Saint-Michel-de-Maurienne
1875,73105,Aigueblanche,73,446,1206,1651,3480,Aigueblanche
1876,73106,Beaufort,73,1001,810,1813,3697,Beaufort
1877,73107,Saint-Étienne-de-Cuines,73,416,1576,1992,4607,Saint-Étienne-de-Cuines
1878,73108,Saint-Pierre-d'Albigny,73,531,1507,2038,4556,Saint-Pierre-d'Albigny
1879,73109,Modane,73,1080,649,1729,4254,Modane
1880,73110,Moûtiers,73,918,987,1906,4768,Moûtiers
1881,73201,Aime-la-Plagne,73,1691,1446,3137,6144,Aime-la-Plagne
1882,73202,Montmélian,73,893,1975,2867,6749,Montmélian
1883,73203,Ugine,73,1630,2093,3722,8676,Ugine
1884,73204,Bourg-Saint-Maurice,73,3820,1625,5445,10086,Bourg-Saint-Maurice
1885,73301,Saint-Jean-de-Maurienne,73,2496,1664,4159,9987,Saint-Jean-de-Maurienne
1886,73401,Albertville,73,5820,10750,16569,38853,Albertville
1887,73601,Chambéry,73,27582,48256,75840,177955,Chambéry
1888,74101,Le Grand-Bornand,74,782,385,1167,2190,Le Grand-Bornand
1889,74102,Groisy,74,362,1183,1545,3062,Groisy
1890,74103,Magland,74,552,936,1487,3149,Magland
1891,74104,Valleiry,74,289,1539,1828,3195,Valleiry
1892,74105,Saint-Jeoire,74,376,1102,1478,3197,Saint-Jeoire
